CategoryCode,CategoryCodeDesc,CategoryShortDesc,CategoryLongDesc,CategoryType,TopCategory,
K17124,385.17124,,,A,N,
K17126,385.17126,,,A,N,
K17200,158.17200,,,A,N,
K17300,158.17300,,,A,N,
K17310,158.17310,,,A,N,
K17324,385.17324,,,A,N,
K17490,158.17490,,,A,N,
K17500,158.17500,,,A,N,
K17501,158.17501,,,A,N,
K17510,158.17510,,,A,N,
K17511,158.17511,,,A,N,
K17520,158.17520,,,A,N,
K17526,385.17526,,,A,N,
K17530,158.17530,,,A,N,
K17540,158.17540,,,A,N,
K17550,158.17550,,,A,N,
K17560,158.17560,,,A,N,
K17570,158.17570,,,A,N,
K17571,158.17571,,,A,N,
K17572,158.17572,,,A,N,
K17600,158.17600,,,A,N,
K17622,385.17622,,,A,N,
K17624,385.17624,,,A,N,
K17626,385.17626,,,A,N,
K17628,385.17628,,,A,N,
K17641,385.17641,,,A,N,
K17651,158.17651,,,A,N,
K17724,385.17724,,,A,N,
K17740,158.17740,,,A,N,
K17741,158.17741,,,A,N,
K17781,385.17781,,,A,N,
K17800,158.17800,,,A,N,
K17810,158.17810,,,A,N,
K17811,158.17811,,,A,N,
K17812,158.17812,,,A,N,
K17820,158.17820,,,A,N,
K17821,158.17821,,,A,N,
K17822,385.17822,,,A,N,
K17824,385.17824,,,A,N,
K17826,385.17826,,,A,N,
K17828,385.17828,,,A,N,
K17830,158.17830,,,A,N,
K17840,158.17840,,,A,N,
K17841,158.17841,,,A,N,
K17850,158.17850,,,A,N,
K17851,158.17851,,,A,N,
K17860,158.17860,,,A,N,
K17871,158.17871,,,A,N,
K17881,385.17881,,,A,N,
K17891,158.17891,,,A,N,
K17892,158.17892,,,A,N,
K17910,158.17910,,,A,N,
K17911,158.17911,,,A,N,
K17920,158.17920,,,A,N,
K17921,158.17921,,,A,N,
K17922,385.17922,,,A,N,
K1792280,158.17922,,,A,N,
K17928,385.17928,,,A,N,
K18020,158.18020,,,A,N,
K18021,158.18021,,,A,N,
K18022,158.18022,,,A,N,
K18023,158.18023,,,A,N,
K18024,158.18024,,,A,N,
K18030,158.18030,,,A,N,
K18031,158.18031,,,A,N,
K18032,158.18032,,,A,N,
K18033,158.18033,,,A,N,
K18034,158.18034,,,A,N,
K18080,385.18080,,,A,N,
K18130,158.18130,,,A,N,
K18131,158.18131,,,A,N,
K18140,158.18140,,,A,N,
K18141,158.18141,,,A,N,
K18150,158.18150,,,A,N,
K18221,385.18221,,,A,N,
K18230,385.18230,,,A,N,
K18330,385.18330,,,A,N,
K18630,385.18630,,,A,N,
K18800,158.18800,,,A,N,
K18830,385.18830,,,A,N,
K18836,385.18836,,,A,N,
K18841,385.18841,,,A,N,
K19000,385.19000,,,A,N,
K19001,385.19001,,,A,N,
K19005,385.19005,,,A,N,
K19010,385.19010,,,A,N,
K19030,385.19030,,,A,N,
K19106,385.19106,,,A,N,
K19110,385.19110,,,A,N,
K19112,385.19112,,,A,N,
K19130,158.19130,,,A,N,
K19131,158.19131,,,A,N,
K19140,158.19140,,,A,N,
K19141,158.19141,,,A,N,
K19142,158.19142,,,A,N,
K19150,385.19150,,,A,N,
K19153,385.19153,,,A,N,
K19157,385.19157,,,A,N,
K19233,385.19233,,,A,N,
K19310,158.19310,,,A,N,
K19311,158.19311,,,A,N,
K19312,158.19312,,,A,N,
K19365,385.19365,,,A,N,
K19371,148.19371,,,A,N,
K19372,148.19372,,,A,N,
K19410,158.19410,,,A,N,
K19411,158.19411,,,A,N,
K19412,158.19412,,,A,N,
K19460,158.19460,,,A,N,
K19470,158.19470,,,A,N,
K19471,158.19471,,,A,N,
K19501,385.19501,,,A,N,
K19502,385.19502,,,A,N,
K19601,385.19601,,,A,N,
K19606,385.19606,,,A,N,
K19800,158.19800,,,A,N,
K19801,158.19801,,,A,N,
K19802,158.19802,,,A,N,
K220,158.220,,,A,N,
K221,158.221,,,A,N,
K280,148.280,,,A,N,
K294,148.294,,,A,N,
K320,158.320,,,A,N,
K321,158.321,,,A,N,
K330,158.330,,,A,N,
K331,158.331,,,A,N,
K350,158.350,,,A,N,
K351,158.351,,,A,N,
K352,158.352,,,A,N,
K353,158.353,,,A,N,
K370,158.370,,,A,N,
K371,158.371,,,A,N,
K372,158.372,,,A,N,
K373,158.373,,,A,N,
K430,158.430,,,A,N,
K431,158.431,,,A,N,
K432,158.432,,,A,N,
K433,158.433,,,A,N,
K440,158.440,,,A,N,
K441,158.441,,,A,N,
K442,158.442,,,A,N,
K443,158.443,,,A,N,
K444,158.444,,,A,N,
K445,158.445,,,A,N,
K460,158.460,,,A,N,
K461,158.461,,,A,N,
K462,158.462,,,A,N,
K463,158.463,,,A,N,
K470,158.470,,,A,N,
K471,158.471,,,A,N,
K472,158.472,,,A,N,
K480,158.480,,,A,N,
K481,158.481,,,A,N,
K500,158.500,,,A,N,
K501,158.501,,,A,N,
K502,158.502,,,A,N,
K503,158.503,,,A,N,
K504,158.504,,,A,N,
K505,158.505,,,A,N,
K523,158.523,,,A,N,
K540,158.540,,,A,N,
K541,158.541,,,A,N,
K542,158.542,,,A,N,
K620,158.620,,,A,N,
K650,158.650,,,A,N,
K680,158.680,,,A,N,
K6850,158.6850,,,A,N,
K750,158.750,,,A,N,
K841,158.841,,,A,N,
K842,158.842,,,A,N,
K850,158.850,,,A,N,
K900,158.900,,,A,N,
K901,158.901,,,A,N,
K902,158.902,,,A,N,
K903,158.903,,,A,N,
K904,158.904,,,A,N,
K905,158.905,,,A,N,
K920,158.920,,,A,N,
K921,158.921,,,A,N,
K922,158.922,,,A,N,
K923,158.923,,,A,N,
K924,158.924,,,A,N,
K950,158.950,,,A,N,
K960,158.960,,,A,N,
KENMORE,"Kenmore 148, 158, 385 Series",,,B,N,
KF,"Knives, BladeHolders & Cutters", * For Other Brands,,B,N,
KF-B,"Bernette,Bernina",,,A,N,
KF-BBL,"BabyLock, Simplicity",,,A,N,
KF-BR,Brother,,,A,N,
KF-E,Elna,,,A,N,
KF-J,Juki,,,A,N,
KF-K,Kenmore 385 Series,,,A,N,
KF-NH,New Home,,,A,N,
KF-PF,Pfaff Hobbylock,,,A,N,
KF-R,Riccarlock,,,A,N,
KF-S,Singer Ultralock,,,A,N,
KF-V,Viking Husklock,,,B,N,
KF-W,White Superlock,,,B,N,
KF-Z,* Blade Holders/Shaft,,,A,N,
KF-ZS,* Thread Cutters,,,A,N,
LB,Light Bulbs Sockets & Lamps,* Popular Bulbs,,B,N,
LB-B,Bernina Bulbs,,,A,N,
LB-BBL,Babylock Bulbs,,,A,N,
LB-BR,Brother Bulbs,,,A,N,
LB-E,Elna Bulbs,,,A,N,
LB-K,Kenmore Bulbs,,,A,N,
LB-NH,New Home Bulbs,,,A,N,
LB-PF,Pfaff Bulbs,,,A,N,
LB-S,Singer Bulbs,,,A,N,
LB-V,Husqvarna & White Bulbs,,,A,N,
LB-ZO,Industrial & Other Bulbs,,,A,N,
LB-ZSK,*Light Sockets,"- Singer Light Sockets- Singer Sew Lights: B428, B435, B436.",,A,N,
LB-ZSK-BR,Light Sockets- Brother,,,A,N,
LB-ZSK-O,Other Sockets & Accessories,,,A,N,
LB-ZSP,* Switch,,,A,N,
LB-ZZ,*Lamps & Accessories,,,A,N,
LED,*LED Bulb,,,A,N,
LP,Loopers,,,B,N,
LP-B,"Bernina, Bernette", ,,B,N,
LP-BR,Brother,,,B,N,
LP-E,Elna,,,B,N,
LP-J,Jukilock, ,,B,N,
LP-K,Kenmore 385 Series,,,A,N,
LP-N,Necchi,,,B,N,
LP-NH,New Home (Janome),,,B,N,
LP-P,Pfaff,,,B,N,
LP-R,Riccar,,,A,N,
LP-S,Singer,,,B,N,
LP-T,BabyLock & Simplicity,,,B,N,
LP-V,HusqVarna (Viking),,,B,N,
LP-W,White Superlock,,,B,N,
LP-Y,* Chaining Tonques,,,A,N,
LP-Z,* Looper Holder & Others,,,A,N,
LUB,* Lubricants,,,A,N,
MH,* SEWING MACHINES & TABLES, ,,B,Y,
MIS1,Hardware,,,B,N,
MIS1-B,Benina,,,A,N,
MIS1-BBL,"BabyLock, Brother",,,A,N,
MIS1-S,Singer,,,A,N,
MIS1-V,HusQvarna (Viking),,,A,N,
MIS1-W,White,,,A,N,
MIS2,Crank Slides,,,B,N,
MIS3,Take Ups,,,B,N,
MIS3-BBL,Babylock,,,A,N,
MIS3-BR,Brother,,,A,N,
MIS3-N,New Home,,,A,N,
MIS3-S,Singer,,,A,N,
MIS4,Presser Bar Lifters,,,B,N,
MIS4-BBL,Babylock,,,A,N,
MIS4-BR,Brother,,,A,N,
MIS4-E,Elna,,,A,N,
MIS4-N,New Home,,,A,N,
MIS4-PF,Pfaff,,,A,N,
MIS4-SR,Singer,,,A,N,
MIS4-W,Husqvarna (Viking) & White,,,A,N,
MIS5,Hand Wheel (Clutch),,,B,N,
MIS5-BBL,"Babylock, Simplicity & Bernina",,,A,N,
MIS5-BR,Brother,,,A,N,
MIS5-N,New Home,,,A,N,
MIS5-PF,Pfaff,,,A,N,
MIS5-S,Singer,,,A,N,
MIS5-W,Husqvarna (Viking) & White,,,A,N,
MIS6,Control Knobs,,,B,N,
MIS6-NDL,Needle Position Knobs,,,A,N,
MIS6-PAT,Pattern Select Knobs,,,A,N,
MIS6-REV,"Reverse, Buttonhole Knobs",,,A,N,
MIS6-ST,Stitch Length Control Knobs,(Feed Regular Knob),,A,N,
MIS7,Electric Components,* Power Supplies.* Solenoids. * Lead Wires (Connector),,A,N,
MIS7-FUSE,* Fuses,,,A,N,
MIS8,Thread Holders & Spool Stands,,,A,N,
MISC,"MachineExtensionTable,Cabinet",* Included:                    - Extension Tables.                   - Cloth Tables. (Accessory Box)                   - Machine Covers.                   - Sewing Cabinet.,,B,N,
MISC-ACC,Cloth Tables (Accessory Box),,,A,N,
MISC-ACCBR,Babylock & Brother,,,A,N,
MISC-ACCNH,New Home,,,A,N,
MISC-ACCSR,Singer,,,A,N,
MISC-EXT,Machine Covers,,,A,N,
MISC-EXTBR,Babylock & Brother,,,A,N,
MISC-EXTSR,Singer,,,A,N,
MISC-TAB,Extension Table,,,A,N,
MODEL,* MODEL LIST - BOOKS & PARTS,...  Commercial Model No. check through the Commercial Machine Parts   ...,<div class="alert alert-danger"><img src ="https://i.imgur.com/OnIjPmA.png" /> <u>Instructions to find parts list:</u>1. Pick the brand from left menu<br />2. Pick the model from the left menu to display the parts list</div>,A,Y,
MT,"Motor,Carbon Brush & Pully",* Household Motors: Fits Most Japanese & Taiwanese Machines.,,B,N,
MT-220,220 Volt Motors,,,A,N,
MT-B,Bernina,,,A,N,
MT-BBL,BabyLock,,,A,N,
MT-BR,Brother,,,A,N,
MT-BRACK,* Motor Bracket,,,A,N,
MT-E,Elna,,,A,N,
MT-K,Kenmore,,,A,N,
MT-NH,New Home,,,A,N,
MT-P,"*CarbonBrush,Pully,OtherParts","* Includes: Carbon Brushs, Motor Caps, Seaters, Armature Clean Kits & Pullys.",,B,N,
MT-P-B,Carbon Brush - Bernina,,,A,N,
MT-P-E,Carbon Brush - Elna,,,A,N,
MT-P-P,Carbon Brush - Pfaff,,,A,N,
MT-P-S,Carbon Brush - Singer,,,A,N,
MT-P-V,Carbon Brush - Others,"Carbon Brush Fits Viking, Necchi, Taiwanese, Japanese, Alphasew",,A,N,
MT-PF,Pfaff,,,A,N,
MT-S,Singer,,,A,N,
MT-V,Husqvarna (Viking),,,A,N,
MUNDIAL,Mundial Scissors, * Premium Forged Chrome Shear/Silver Handle.,,B,N,
MUNDIAL-C,Industrial Forged Scissors,,,A,N,
MUNDIAL-CF,Specialty Craft Scissors,,,A,N,
MUNDIAL-LT,Lightweight Matte-Black Handle,,,A,N,
MUNDIAL-SF,Cushion Soft Ambidextrous,,,A,N,
MUVA,*Needles - Close out,,,B,N,
N1,Sort by Model # 100,,,A,N,
N100,100,,,A,N,
N1008,1008,,,A,N,
N1014,1014,,,A,N,
N1018,1018,,,A,N,
N1018S,1018S,,,A,N,
N1022,1022,,,A,N,
N105,105,New Home (Janome),,A,N,
N106,106,,,A,N,
N108,108,,,A,N,
N110,110,,,A,N,
N1110DX,1110DX .............. Serger,,,A,N,
N1200,M-1200,,,A,N,
N1200D,1200D,,,A,N,
N125,125,,,A,N,
N1304,1304,,,A,N,
N1306,1306,,,A,N,
N1308,1308,,,A,N,
N1310,1310,,,A,N,
N1312,1312,,,A,N,
N134D,134D .....   Overlock,,,A,N,
N1406,1406,,,A,N,
N1408,1408,,,A,N,
N1410,1410,,,A,N,
N1504,1504,,,A,N,
N1506,1506,,,A,N,
N1508,1508,,,A,N,
N1510,1510,,,A,N,
N1512,1512,,,A,N,
N1516,1516,,,A,N,
N1518,1518,,,A,N,
N1550,1550,,,A,N,
N1560,1560,,,A,N,
N1570,1570,,,A,N,
N1571,1571,,,A,N,
N1580,1580,,,A,N,
N1585,1585,,,A,N,
N1600,1600,,,A,N,
N1600P,1600P,,,A,N,
N1600P-DB,1600P-DB,,,A,N,
N1600P-DBX,1600P-DBX,,,A,N,
N1603,1603,,,A,N,
N1610,1610,,,A,N,
N1612,1612,,,A,N,
N1622,1622,,,A,N,
N1714,1714,,,A,N,
N1722,1722,,,A,N,
N1780,1780,,,A,N,
N1803,1803,,,A,N,
N1804,1804,,,A,N,
N1806,1806,,,A,N,
N1810,1810,,,A,N,
N1812,1812,,,A,N,
N1816,1816,,,A,N,
N1918,1918,,,A,N,
N2,Sort by Model # 200,,,A,N,
N2000,2000,,,A,N,
N2003P,2003P,,,A,N,
N2014,2014,,,A,N,
N2015,2015,,,A,N,
N2018,2018,,,A,N,
N2022,2022,,,A,N,
N203,203 .....   Overlock,,,A,N,
N2030,2030,,,A,N,
N204,204,,,A,N,
N2041,2041,,,A,N,
N204D,204D,,,A,N,
N2122,2122,,,A,N,
N234,234 .....   Overlock,,,A,N,
N234D,234D .....   Overlock,,,A,N,
N3,Sort by model # 300,,,A,N,
N300,300,,,A,N,
N3015,3015,,,A,N,
N3018,3018,,,A,N,
N3023,3023,,,A,N,
N303,303 .....   Overlock,,,A,N,
N3123,3123,,,A,N,
N3125,3125,,,A,N,
N3160QDC,3160QDC,,,A,N,
N334,334 .....   Overlock,,,A,N,
N334D,334D .....   Overlock,,,A,N,
N3434D,3434D,,,A,N,
N344,344,,,A,N,
N352,352,,,A,N,
N353,353,,,A,N,
N366,366,,,A,N,
N370,370,,,A,N,
N372,372,,,A,N,
N373,373,,,A,N,
N3822,3822,,,A,N,
N392,392,,,A,N,
N4,Sort by model # 400,,,A,N,
N4014,4014,,,A,N,
N4019,4019,,,A,N,
N4020,4020,,,A,N,
N4021,4021,,,A,N,
N4022,4022,,,A,N,
N405,405,,,A,N,
N4123,4123,,,A,N,
N415,415,,,A,N,
N419S,419S,,,A,N,
N423S,423S,,,A,N,
N430,430,,,A,N,
N434,434,,,A,N,
N434D,434D .....   Overlock,,,A,N,
N436,436,,,A,N,
N443,443,,,A,N,
N444,444,,,A,N,
N445,445,,,A,N,
N446,446,,,A,N,
N447,447,,,A,N,
N4612,4612,,,A,N,
N4618,4618,,,A,N,
N4623,4623,,,A,N,
N470,470,,,A,N,
N480,480,,,A,N,
N490,490,,,A,N,
N495,495,,,A,N,
N5,Sort by Model # 500,,,A,N,
N5001,5001 (Memory 7),,,A,N,
N5018,5018   ..........(Decor Excel),,,A,N,
N5024,5024,,,A,N,
N504D,504D,,,A,N,
N507,507,,,A,N,
N508,508,,,A,N,
N509,509,,,A,N,
N510,510,,,A,N,
N5124,5124,,,A,N,
N516,516,,,A,N,
N5200QDC,5200QDC,,,A,N,
N530,530,,,A,N,
N532,532,,,A,N,
N533,533,,,A,N,
N534,534,,,A,N,
N534D,534D .....   Overlock,,,A,N,
N535,535,,,A,N,
N537,537,,,A,N,
N538,538,,,A,N,
N539,539,,,A,N,
N540,540,,,A,N,
N541,541,,,A,N,
N542,542,,,A,N,
N543,543,,,A,N,
N544,544,,,A,N,
N545,545,,,A,N,
N548,548,,,A,N,
N551,551,,,A,N,
N552,552,,,A,N,
N556,556,,,A,N,
N562,562,,,A,N,
N563,563,,,A,N,
N565,565,,,A,N,
N571,571,,,A,N,
N571R,571R,,,A,N,
N574,574,,,A,N,
N575,575,,,A,N,
N577,577,,,A,N,
N581,581,,,A,N,
N586,586,,,A,N,
N589,589,,,A,N,
N592,592,,,A,N,
N6,Sort by Model # 600,,,A,N,
N600,600,,,A,N,
N6015,6015,,,A,N,
N6018,6018,,,A,N,
N6019QC,6019QC,,,A,N,
N603,603 ......... Overlock,,,A,N,
N604,604 ...... Overlock,,,A,N,
N605,605,,,A,N,
N606,606,,,A,N,
N6060QC,6060QC,,,A,N,
N607,607,,,A,N,
N608,608,,,A,N,
N609,609,,,A,N,
N610,610,,,A,N,
N611,611,,,A,N,
N6125QC,6125QC,,,A,N,
N614,614,,,A,N,
N618,618,,,A,N,
N618A,618A,,,A,N,
N619,619,,,A,N,
N620,620,,,A,N,
N622,622,,,A,N,
N623,623,,,A,N,
N624,624,,,A,N,
N625,625,,,A,N,
N625FA,625FA,,,A,N,
N626,626,,,A,N,
N6260QC,6260QC,,,A,N,
N628,628,,,A,N,
N629,629,,,A,N,
N630,630,,,A,N,
N630H,630H,,,A,N,
N631,631,,,A,N,
N632,632,,,A,N,
N634D,634D .....   Overlock,,,A,N,
N639,639,,,A,N,
N640,640,,,A,N,
N641,641,,,A,N,
N642,642,,,A,N,
N644D,644D,,,A,N,
N646,646,,,A,N,
N650,650,,,A,N,
N654,654,,,A,N,
N655,655,,,A,N,
N656,656,,,A,N,
N656A,656A,,,A,N,
N656B,656B,,,A,N,
N657,657,,,A,N,
N657A,657A,,,A,N,
N659,659,,,A,N,
N660,660 .................. ( Jem ),,,A,N,
N661,661 ............... (Jem Gold),,,A,N,
N663,663,,,A,N,
N665,665,,,A,N,
N667,667,,,A,N,
N669,669,,,A,N,
N670,670,,,A,N,
N671,671,,,A,N,
N672,672,,,A,N,
N673,673,,,A,N,
N674,674,,,A,N,
N676,676,,,A,N,
N679,679,,,A,N,
N680,680,,,A,N,
N681,681,,,A,N,
N682,682,,,A,N,
N684,684,,,A,N,
N692,692,,,A,N,
N693,693,,,A,N,
N7,Sort by Model # 700,,,A,N,
N701,701,,,A,N,
N702,702,,,A,N,
N7061NX,7061NX,,,A,N,
N710,710,,,A,N,
N712T,712T,,,A,N,
N720,720,,,A,N,
N7330,7330,,,A,N,
N734D,734D,,,A,N,
N742,742,,,A,N,
N744D,744D,,,A,N,
N750,750,,,A,N,
N752,752,,,A,N,
N760,760,,,A,N,
N761,761,,,A,N,
N765,765,,,A,N,
N7700QCP,7700QCP,,,A,N,
N777,777 .....  Overlock,,,A,N,
N778,778 .....  Overlock,,,A,N,
N779,779 .....   Overlock,,,A,N,
N792,792,,,A,N,
N8,Sort by Model # 800,,,A,N,
N800,800,,,A,N,
N802,802,,,A,N,
N803,803,,,A,N,
N804,804,,,A,N,
N808,808,,,A,N,
N8080,8080,,,A,N,
N816,816,,,A,N,
N834,834,,,A,N,
N844,844,,,A,N,
N845,845,,,A,N,
N8600,8600,,,A,N,
N8800,8800,,,A,N,
N888,888 .... Compulock,,,A,N,
N9,Sort by Model # 900,,,A,N,
N900,900,,,A,N,
N9002D,9002D,,,A,N,
N9012D,9012D,,,A,N,
N910,910,,,A,N,
N9102D,9102D,,,A,N,
N911,911,,,A,N,
N920,920,,,A,N,
N921,921,,,A,N,
N940,940,,,A,N,
N980,980,,,A,N,
N990,990,,,A,N,
NCE2200,CE2200,,,A,N,
NCOMBI-10,COMBI-10 .....   Overlock,,,A,N,
NCOMBI-6,COMBI-6 ............  Overlock,,,A,N,
NCOMBI-DX,COMBI-DX .....   Overlock,,,A,N,
ND,Machine Needles,"*** Please order by the quantity of needle. The unit price is counted by " Unit of Measure", please double click the picture to see by: EACH (PC), PK5, PK10, CARD.",* NEEDLE ACCESSORIES FOR HOUSEHOLD:,B,N,
ND-A-AUTO,NeedleThreaders- Auto & Manual,* Auto Type- White & Viking,,A,N,
ND-A-BBL,Auto Type- Babylock,,,A,N,
ND-A-BR,Auto Type- Brother,,,A,N,
ND-A-N,Auto Type- New Home,,,A,N,
ND-A-PF,Auto Type- Pfaff,,,A,N,
ND-A-SR,Auto Type- Singer,,,A,N,
ND-A-ZM,* Manual Type,- For Needle Threaders,,A,N,
ND-AMLP,LooperThreaders- Manual & Auto,,,A,N,
ND-C,Needle Clamps & Needle Bars,,,B,N,
ND-C-B,Bernina,,,A,N,
ND-C-BBL,BabyLock,,,A,N,
ND-C-BR,Brother,,,A,N,
ND-C-E,Elna,,,A,N,
ND-C-K,Kenmore,,,A,N,
ND-C-NH,New Home,,,A,N,
ND-C-PF,Pfaff,,,A,N,
ND-C-S,Singer,,,A,N,
ND-C-V,Husqvarna (Viking) & White,,,A,N,
ND-C-Z,* Needle Bars & Others,,,A,N,
ND-G,Thread Guides & Needle Guards,"* Thread Guides: For Needle Clamps, Needle Bars, Loopers, Bobbin Cases, Top Covers, Front Cover, Take Ups.","* For Tension, Check from "Tension Parts".* For Bobbin Winder, Check from "Bobbin Winder Parts".",B,N,
ND-G-BR,"Thread Guides-Babylock,Brother",,,A,N,
ND-G-NH,Thread Guides - New Home,,,A,N,
ND-G-S,Thread Guides - Singer,,,A,N,
ND-LEWIS,* Lewis Blindstitch Needles,# 29-49,,A,N,
ND-PF,* Pfaff Needles,"# 134-35R: Fits Pfaff Model - 1242, 1244,  1295, 1296, 1297, 1442, 1445, 1446, 1455,  245, 333, 335, 345H, 346H, 36, 37, 38, 474, 646# 190R",,A,N,
ND-RM,* Rimoldi Needles,# 27 Ball Point & Sharp Point,,A,N,
ND-S,Singer Needles,*** SOLD BY " PACK" OR " CARD".,,B,N,
ND-S*,* Close Out - Singer Needles,,,A,N,
ND-S100,Singer Needle 100 Pcs/Box,*** SOLD BY BOX OF 100 PCS.,,A,N,
ND-SC,Card of Singer Needles,,,A,N,
ND-SP,Pack of Singer Needles,,,A,N,
ND-US,* Union Special Needles,,# 113G# 128G# 154G: Ball Point & Sharp Point# 180G# 251 Blindstitch# 251LG Blindstitch (Ball Point & Sharp Point),A,N,
NDC-P,* Screw For Needle Clamp,"For Needle Clamp, Needle Bar, Thread Guaid - Sewing Machines",,A,N,
NDC1018,"DC1018,DC1050,DC2015,DC3018,..","DC1018, DC1050, DC2007LE, DC2010, DC2011, DC2012, DC2013, DC2014, DC2015, DC2018, DC3018, DC3050...",,A,N,
NDS-P,* Screw For Needle Sets-Serger,,,A,N,
NE108,108,,,A,N,
NE205,205,,,A,N,
NE2216,2216,,,A,N,
NE2416,2416,,,A,N,
NE2716,2716,,,A,N,
NE3010A,3010A,,,A,N,
NE304,304,,,A,N,
NE3101,3101,,,A,N,
NE3101FA,3101FA,,,A,N,
NE3102,3102,,,A,N,
NE3102FA,3102FA,,,A,N,
NE3204FB,3204FB,,,A,N,
NE3205FA,3205FA,,,A,N,
NE3354,3354,,,A,N,
NE3355,3355,,,A,N,
NE3537,3537,,,A,N,
NE3577,3577,,,A,N,
NE3610,3610,,,A,N,
NE3620,3620,,,A,N,
NE3620 Q,3620 Quilter,,,A,N,
NE3832,3832,,,A,N,
NE4575,4575,,,A,N,
NE4595,4595,,,A,N,
NE469FA,469FA,,,A,N,
NE4775,4775,,,A,N,
NE4795,4795,,,A,N,
NE510,510,,,A,N,
NE5102,5102,,,A,N,
NE512,512,,,A,N,
NE513,513  Lelia,,,A,N,
NE514,514,,,A,N,
NE515,515,,,A,N,
NE520,520,,,A,N,
NE521,521,,,A,N,
NE522,522,,,A,N,
NE523,523,,,A,N,
NE524FA,524FA,,,A,N,
NE524FB,524FB,,,A,N,
NE525,525,,,A,N,
NE525FA,525FA,,,A,N,
NE531,531,,,A,N,
NE531FA,531FA,,,A,N,
NE534,534,,,A,N,
NE534FA,534FA,,,A,N,
NE534FB,534FB,,,A,N,
NE535,535,,,A,N,
NE535FA,535FA,,,A,N,
NE536,536,,,A,N,
NE536FA,536FA,,,A,N,
NE536FB,536FB,,,A,N,
NE537,537,,,A,N,
NE537FA,537FA,,,A,N,
NE537FB,537FB,,,A,N,
NE537L,537L,,,A,N,
NE538,538,,,A,N,
NE539,539,,,A,N,
NE541,541,,,A,N,
NE542,542,,,A,N,
NE543,543,,,A,N,
NE544,544,,,A,N,
NE544MK2,544MK2,,,A,N,
NE544MK3,544MK3,,,A,N,
NE549,549,,,A,N,
NE552,552,,,A,N,
NE554,554,,,A,N,
NE565,565,,,A,N,
NE574,574,,,A,N,
NE574FB,574FB,,,A,N,
NE575,575,,,A,N,
NE575FA,575FA,,,A,N,
NE582,582,,,A,N,
NE584,584,,,A,N,
NE586,586,,,A,N,
NE586N,586N,,,A,N,
NE592,592,,,A,N,
NE6002,6002,,,A,N,
NE6010,6010,,,A,N,
NE6010FB,6010FB,,,A,N,
NE6011,6011,,,A,N,
NE6015,6015,,,A,N,
NE6018,Omega 6018,,,A,N,
NE6022,6022,,,A,N,
NE6030,6030,,,A,N,
NE6110,6110,,,A,N,
NE6160,6160,,,A,N,
NE650,650,,,A,N,
NE6800,6800,,,A,N,
NE7010,7010,,,A,N,
NE7020,7020,,,A,N,
NE706,706,,,A,N,
NE802,802,,,A,N,
NE885,885,,,A,N,
NE887,887,,,A,N,
NEA709-5,A709-5,,,A,N,
NEBF,BF,,,A,N,
NEBU,BU,,,A,N,
NEBUMIRA,BU Mira,,,A,N,
NECCHI,Necchi,"Point to each image, to display the part number in the status bar. ",,B,N,
NED5051,D5051,,,A,N,
NEESP,Esperia,,,A,N,
NEJULIA,JULIA,,,A,N,
NELYDIA3,LYDIA 3,,,A,N,
NELYDIA544,LYDIA 544,,,A,N,
NENL3,NL3     Overlock,,,A,N,
NENL3R,NL3R  Overlock,,,A,N,
NENL4,NL4     Overlock,,,A,N,
NENOVA,NOVA,,,A,N,
NENX24,ENX24,,,A,N,
NEPL1-26,PL1-26,,,A,N,
NEPL1026,PL1026,,,A,N,
NES3010,S3010,,,A,N,
NESUPER,SUPERNOVA,,,A,N,
NESUPER UL,SUPERNOVA ULTRA,,,A,N,
NESX3000,SX3000,,,A,N,
NESX4000,SX4000,,,A,N,
NESX5000,SX5000,,,A,N,
NESX6000,SX6000,,,A,N,
NEW HOME,NewHome (Janome)-SewingMachine,,,B,N,
NEW HOME2,New Home- Sergers,,,A,N,
NHF106,"HF106,HF107,HF5812,HF8050,....","HF106, HF107, HF3000, HF5812, HF8050...",,A,N,
NHT2008,HT2008,,,A,N,
NJ3-18,"J3-18, J3-20, J3-24",,,A,N,
NJA1500,"JA1500, JA1504, JA1510, JA1512",,,A,N,
NJD1004,"JD1004-JD1022, JD1803-JD1822","JD1004, JD1022, JD1803, JD1804, JD1806, JD1810, JD1812, JD1814, JD1816, JD1818, JD1822",,A,N,
NJEM720,"JEM720, JEM760",,,A,N,
NJP760,"JP720, JP760",,,A,N,
NJS1008,JS1008,,,A,N,
NL352,L352 - L393,"L352, L372, L392, L393",,A,N,
NMB-4,MB-4,,,A,N,
NMC,MC .......(Memory Craft List:),,,A,N,
NMC10000,MC10000,,,A,N,
NMC10001,MC10001,,,A,N,
NMC11000,MC11000,,,A,N,
NMC12000,MC12000,,,A,N,
NMC14000,MC14000,,,A,N,
NMC15000,MC15000,,,A,N,
NMC200E,MC200E,,,A,N,
NMC2400,MC2400,,,A,N,
NMC3000,MC3000,,,A,N,
NMC300E,MC300E,,,A,N,
NMC3500,MC3500,,,A,N,
NMC350E,MC350E,,,A,N,
NMC4000,MC4000,,,A,N,
NMC4018,MC4018,,,A,N,
NMC4023,MC4023,,,A,N,
NMC4400,MC4400,,,A,N,
NMC4800,MC4800,,,A,N,
NMC4800QC,MC4800QC,,,A,N,
NMC4900,MC4900,,,A,N,
NMC5000,MC5000,,,A,N,
